13,仲居さんのサービスとても良かったです?,0
47,ホテルのスタッフの方がこの寒いのに、外でお迎えに立たれていて関心しましたし、レストランも受付も掃除のスタッフも皆さん、とても気がつき対応がよかったです。,0
51,そのせいかお掃除の方は気を遣われて静かにされているようで感心しました。,0
53,夕方着の為バス停までの迎えを頼めるのか良く分からず歩いて行きました。,0
61,帰りはバス停まで送って頂、お部屋担当の方も親切にして頂き本当に良かったです。,0
64,フロント女性の接客対応があきらさまにおかしいです。,0
65,人の話しは聞かないし話しを聞くように注意したらどうぞみたいな対応で謝りもしない精算時にクレジットカードを使用したら磁気の無いところをスキャンしてこのカードは使えないので違うカードにしてくれなど自分は全く悪くないみたいな対応をしてきますすごく気分を害しましたもう二度と利用しません,0
70,また、フロントの対応、特に、宅配便の担当の方はとても好印象でした。,0
90,また梅田ーホテル無料シャトルバスも出ているので、便利でした。,0
91,なによりスタッフの方のわたしたちへの挨拶や笑顔がよかったです。,0
93,２）加湿器を予約時にメールで依頼しており、宿泊前日にも電話で確認したら「準備できています」との回答でしたが、実際は設置されていませんでした。（どういう連絡体制、準備体制になっていたか確認されたほうがよいと思います）,0
104,ホテルの方も大変礼儀もよく満足しました。,0
115,●サービス面ではこのお値段の旅館ではまあまあかな？という感じでした。,0
127,フロントの方の対応は、大きなホテルにはない「親しみやすさ」を感じました。,0
142,受けつけの説明が今一つなのと、言わないと領収書発行しない点が難点。,0
144,北海道のこんな田舎で、それも宿泊客から駐車場代を取るとはびっくりでした。,0
146,なぜホテル内やモール内での表示や説明などのサービスがないのか。。。,0
155,プランの程度によって待遇が変化するのには閉口する。,0
156,そうであれば、待遇の良否の情報を予め提供すべきである。,0
157,通常の半額程度の格安料金だと言うのであれば、通常のサービスをもって対応するのは当然。,0
176,また、従業員の方の対応もよく、さすが老舗だと感じました。,0
196,従業員も、すみませーんと、何度も呼ばないと出てこなかったりと、混んでないのに残念だなと思いました。,0
200,フロントの方々はとても感じが良く、有りがたいです。,0
202,朝食ですが、係の女性の方ですが、無愛想でした。,0
206,係の女性に聞いても、『有りません』とぶっきらぼうで無愛想。,0
207,無いのが当然のようでした。,0
210,フロント始めスタッフの皆さんテキパキと行動され良い印象を持ちました。,0
211,また浴衣にしても色々と用意されており行き届いたサービスだと思います。,0
217,ホテルの周辺はサッカー場や公園で広々としており、駐車場も十分にあり当然無料でした。,0
229,従業員の方の対応も、明らかに営業スマイルって感じの方も中にはいましたが、全体的には良かったです。,0
245,部屋の案内も頂き「うわさの早口言葉」であっても説明十分で、、感心するほどでした。,0
247,おしゃれな電話機も・・・ウェイクアップコール設定が判りませんでした。,0
248,ゴージャスな高級感は感じませんでしたが、従業員の「客をもてなす取組み：余興」などは感じ取れました。,0
249,売店の方は親切で、２回に分けた会計でも・・・くじ引きどうぞ！っと感じよかったです。,0
253,当日の朝刊ですが、無料でサービスして頂き助かりました。,0
275,駐車場について荷物を持って歩いていると出勤してきたと思われる女性が「荷物を持ちますよ」と声をかけてくださり、荷物を持っていただけました。,0
276,荷物が多く、小さな子どもを２人連れていただけに助かりました。,0
301,フロントの人の態度も良くなかった。,0
304,ナイトマネージャーの機敏な対応は納得致しました。,0
326,従業員：温泉に行き、間違えた事を告げられ、遠い部屋とを無駄に往復させられた。（入浴チケットが必要と言われたが、チェックアウト後の入浴時に必要な物だった）,0
343,到着時と、ｏｕｔ時のフロントの対応は親切で良かったのですが。,0
373,"宿泊でディズニーリゾートに行くのは初めてだったのでドキドキしていましたが,事前の問い合わせや予約などとても親切に対応してくださり,本当に安心しましたo（^-^）o今回は彼氏の誕生日ということで,ルームサービスなどを頼んだのですが,細かいところまで要望を聞いてくださり,気をつかっていただいて,おかげで最高のプレゼントになりました☆",0
383,駐車場が狭いため、フロントに鍵を預けるようになっていて車の移動をされるのですが、雰囲気でわかっていたものの、チェックインの時にホテル側で車の移動をすることがある旨伝えて頂けると更に親切で良かったなと思いました。,0
389,私たち３人とも背が低いので、仲居さんが気を利かせて、小さいサイズの浴衣を用意してくださったのが嬉しかったです。,0
400,そういう配慮が嬉しかったです。,0
401,子供用の浴衣も用意してくだり、子供には初めての浴衣となりました。,0
402,館内ですれ違うスタッフの方は、皆さんにこやかに穏やかに挨拶されてとても気持ちがよかったです。,0
434,フロント前にフルーツやおやつが置いてあり、自由に頂けるのが良い。,0
448,スーツ姿でチェックインしているのだから観光でなくビジネス利用は明らか、チェックインの時にそういうことは聞くべきでしょう。,0
