上品,たたずまい
たたずまい,エントランス
エントランス,他
他,施設
施設,雰囲気
雰囲気,施設
施設,チャペル
チャペル,存在
存在,ヨーロピアン
ヨーロピアン,ホテル
ホテル,全館
全館,バリアフリー
バリアフリー,自由
自由,居室
居室,部屋
部屋,日当たり
日当たり,良好
良好,回
回,テラス
テラス,いす
いす,日差し
日差し,談笑
談笑,楽しい
楽しい,人
人,多い
多い,裕福
裕福,人数
人数,ハイ
ハイ,クオリティ
クオリティ,介護
介護,施設
施設,方々
方々,品
品,良い
良い,多い
多い,退屈
退屈,趣向
趣向,アクティビティ
アクティビティ,年間
年間,行事
行事,他
他,施設
施設,チャペル
チャペル,イベント
イベント,コンサート
コンサート,お祈り
お祈り,特定
特定,宗教
宗教,うれしい
うれしい,職人
職人,方途
方途,一緒
一緒,海外旅行
海外旅行,お話
お話,楽しい
楽しい,趣味
趣味,腕
腕,上達
上達,生活
生活,目的
目的,方途
方途,知人
知人,低価格
低価格,ゴールド
ゴールド,管理費
管理費,食費
食費,1日
1日,加算
加算,円い
円い,口座
口座,引き落とし
引き落とし,複数
複数,施設
施設,人数
人数,スタッフ
スタッフ,介護
介護,手厚い
手厚い,場所
場所,施設
施設,充実
充実,高い
高い,金銭
金銭,余裕
余裕,選択肢
選択肢,十分
十分,グループ
グループ,会社
会社,ロングライフダイニング
ロングライフダイニング,（株）
（株）,料理人
料理人,施設
施設,厨房
厨房,四季
四季,料理
料理,提供
提供,雰囲気
雰囲気,レストラン
レストラン,味
味,よい
よい,味
味,硬さ
硬さ,相談
相談,個々
個々,知人
知人,歯
歯,定期的
定期的,相談
相談,やすい
やすい,味
味,食感
食感,相談
相談,満足
満足,食事
食事,施設
施設,規模
規模,小さめ
小さめ,入居
入居,多い
多い,手厚い
手厚い,介護
介護,食事
食事,話
話,スタッフ
スタッフ,お話
お話,知人
知人,風
風,食事
食事,質
質,説明
説明,細か
細か,お願い
お願い,提案
提案,嫌
嫌,顔
顔,対応
対応,施設
施設,雰囲気
雰囲気,上品
上品,スタッフ
スタッフ,余裕
余裕,印象
印象,住宅街
住宅街,場所
場所,心静か
心静か,暮らし
暮らし,祖師谷公園
祖師谷公園,自然
自然,場所
場所,施設
施設,環境
環境,申し分
申し分,ない
ない,小田急線
小田急線,成城学園前
成城学園前,駅
駅,西口
西口,小田急バス
小田急バス,駒大
駒大,グランド
グランド,下車
下車,徒歩
徒歩,アクセス
アクセス,悪い
悪い,室
室,個室
個室,プライバシー
プライバシー,玄関
玄関,廊下
廊下,居間
居間,手すり
手すり,自分
自分,歩行
歩行,略
略,催し物
催し物,計画
計画,初詣
初詣,雛祭り
雛祭り,ミカン
ミカン,クリスマス
クリスマス,幼稚園
幼稚園,交流
交流,楽しみ
楽しみ,入居
入居,支払
支払,家賃
家賃,管理費
管理費,生活
生活,サービス
サービス,食費
食費,含み
含み,自分
自分,他
他,施設
施設,見学
見学,想定内
想定内,納得
納得,コンセプト
コンセプト,自宅
自宅,家庭料理
家庭料理,中心
中心,祭り
祭り,寿司
寿司,流動食
流動食,対応
対応,可能
可能,受付
受付,担当
担当,案内
案内,施設
施設,見学
見学,皆さん
皆さん,優しい
優しい,冗談
冗談,会話
会話,建物
建物,一緒
一緒,明るい
明るい,雰囲気
雰囲気,印象
印象,夜間
夜間,勤務
勤務,体制
体制,緊急
緊急,連絡
連絡,体制
体制,提携
提携,病院
病院,説明
説明,介護
介護,サービス
サービス,担当
担当,人員
人員,多い
多い,安心
安心,学問の神様
学問の神様,有名
有名,神社
神社,緑
緑,多い
多い,静か
静か,環境
環境,住宅街
住宅街,電車
電車,駅
駅,近い
近い,自宅
自宅,車
車,電話
電話,見学
見学,お願い
お願い,スムーズ
スムーズ,対応
対応,直ぐ
直ぐ,日程
日程,若い
若い,スタッフ
スタッフ,多い
多い,入居
入居,取っ手
取っ手,孫
孫,感じ
感じ,話
話,階段
階段,段差
段差,無い
無い,手すり
手すり,やすい
やすい,形状
形状,良い
良い,施設
施設,ホテル
ホテル,作り
作り,優雅
優雅,入居
入居,人
人,参加
参加,イベント
イベント,楽しい
楽しい,生活
生活,飽き
飽き,工夫
工夫,知人
知人,訳
訳,期間限定
期間限定,利用
利用,クオリティー
クオリティー,妥当
妥当,金額
金額,金額
金額,本人
本人,満足
満足,良い
良い,食事
食事,感想
感想,栄養士
栄養士,バランス
バランス,よい
よい,メニュー
メニュー,皆さん
皆さん,趣味
趣味,多い
多い,施設
施設,人柄
人柄,心強い
心強い,体制
体制,安心
安心,介護
介護,職員
職員,スキル
スキル,高い
高い,病院
病院,連携
連携,スムーズ
スムーズ,良い
良い,成城
成城,緑
緑,景色
景色,最高
最高,ただ
ただ,高齢者
高齢者,辛い
辛い,電話
電話,メール
メール,問い合わせ
問い合わせ,迅速
迅速,丁寧
丁寧,非常
非常,印象
印象,待機
待機,いい
いい,参考
参考,気
気,祖父
祖父,利用
利用,記憶
記憶,スタッフ
スタッフ,方々
方々,親切
親切,対応
対応,祖父
祖父,怪我
怪我,外出
外出,入浴
入浴,サービス
サービス,専用
専用,風呂
風呂,部屋
部屋,設置
設置,トイレ
トイレ,介助
介助,親切
親切,若い
若い,スタッフ
スタッフ,多い
多い,爽やか
爽やか,施設
施設,折り紙
折り紙,手
手,作業
作業,自分
自分,部屋
部屋,1日
1日,タイムテーブル
タイムテーブル,活動
活動,大きい
大きい,イベント
イベント,会費
会費,発生
発生,年金生活
年金生活,介護施設
介護施設,利用
利用,金額
金額,必要
必要,ミキサー
ミキサー,最初
最初,祖父
祖父,抵抗
抵抗,ミキサー
ミキサー,ドリンク
ドリンク,支給
支給,完璧
完璧,ミキサー
ミキサー,雰囲気
雰囲気,爽やか
爽やか,感じ
感じ,若い
若い,スタッフ
スタッフ,おおい
おおい,地域
地域,利用者
利用者,多い
多い,挨拶
挨拶,祖父
祖父,利用
利用,なかった
なかった,医療
医療,体制
体制,詳しい
詳しい,マッサージ
マッサージ,スタッフ
スタッフ,施術
施術,送迎
送迎,気軽
気軽,利用
利用,マイクロバス
マイクロバス,いす
いす,車
車,施設
施設,駐車場
駐車場,広い
広い,入居
入居,期間
期間,訪問
訪問,介護
介護,用事
用事,対応
対応,様々
様々,施設
施設,施設
施設,高級
高級,短所
短所,改善
改善,トイレ
トイレ,施設
施設,丁寧
丁寧,印象
印象,年間
年間,季節
季節,行事
行事,それなり
それなり,チャペル
チャペル,雰囲気
雰囲気,行事
行事,場所
場所,加味
加味,それなり
それなり,値段
値段,多い
多い,栄養
栄養,健康
健康,管理
管理,プロ
プロ,大丈夫
大丈夫,見学
見学,皆さん
皆さん,自分
自分,好き
好き,自分
自分,好き
好き,没頭
没頭,素敵
素敵,緊急時
緊急時,体制
体制,職員
職員,研修
研修,安心
安心,静か
静か,住宅街
住宅街,分
分,よい
よい,最寄り
最寄り,バス停
バス停,バス
バス,苦手
苦手,人
人,しんどい
しんどい,電話
電話,対応
対応,よい
よい,ですよ。
ですよ。,相談
相談,安心
安心,施設
施設,清潔
清潔,日当たり
日当たり,良い
良い,窓
窓,綺麗
綺麗,公園
公園,玄関
玄関,廊下
廊下,手すり
手すり,設置
設置,リハビリ
リハビリ,歩行
歩行,訓練
訓練,玄関
玄関,横
横,共有
共有,スケジュール
スケジュール,退屈
退屈,程度
程度,催し
催し,地域
地域,ボランティア
ボランティア,グループ
グループ,皆さん
皆さん,お越し
お越し,お歌
お歌,踊り
踊り,披露
披露,イベント
イベント,楽しみ
楽しみ,お金
お金,発生
発生,施設
施設,見学
見学,チェック
チェック,高い
高い,費用
費用,母親
母親,銀行口座
銀行口座,引き落とし
引き落とし,施設
施設,要望
要望,母親
母親,食事
食事,状況
状況,好き嫌い
好き嫌い,ない
ない,歳
歳,相応
相応,食事
食事,ない
ない,連絡
連絡,メニュー
メニュー,母親
母親,好物
好物,心配
心配,案内
案内,担当
担当,人柄
