0,0,"I've been driving my new Rav for about a month now, and I'll admit I've been surprised (in both good and bad ways) Good (With 4cyl): Incredible gas mileage",1,,,1,,,,,
0,1,"I average ~30mpg interstate (with cruise control going 65mph) If I go up to 72mph, I drop to around 24/25mpg so the trick is to keep it slow",1,,,,,,,,
0,2,Additionally I can get a solid 34mpg doing 55mph on more rural travels,1,,,,,,,1,
0,3,"I also use the aux jack constantly with my MP3 player, don't know how I went 9 years without one",,,,1,,,,1,
0,4,"We had aftermarket heated seats installed in the cloth seats, nice in Pennsylvania! Bad: The cloth seats are NOT comfortable, sure, they could be worse (i.e",,1,,,,1,,,
0,5,Subaru) but it may be worthwhile to go for leather.,,1,,,,1,,,
1,7,"Great vehicle, reliable, comfortable, quick and fun to drive",,,,,,1,1,1,
1,9,"I have put about 100,000 miles on the 3 MDX's with few if any problems",,,,,,,1,,
1,12,"This is my 4th Acura in 7 years and as much as I love the vehicles, because of the quality of Acura's service, this will probably be my last",,,,,,,1,,
2,14,I've had my new Outback Sport for a few weeks now and have been very satisfied with it so far,,,,,,,1,,
2,15,I'm still getting used to the different (read: better) handling of the AWD,,,,1,,,,,
2,17,The seat warmers are nice and standard on this trim,,,,,,1,,,
2,18,"The fuel economy is better than expected (26-27 mpg city+highway), even this early in the car's lifetime.",1,,,,,,,,
3,23,NCM guide was awesome,,,,,,,,,1
3,26,Over the entire trip I averaged over 28mpg! Road noise was not an issue,1,,,,,,,,
3,27,"Wish all my cars had a HUD, hands free Bluetooth, XM radio and 505 hp! The hardest part is keeping the smile off my face",,1,,,,,,,
3,28,"Heard a lot of negative items about the car like road noise, steering, ect.",,,,,,,,,1
3,29,"Nope, 125% satisfied with my Z06.",,,,,,,1,,
4,30,Since purchasing this SUV I've been more than pleased,,,,,,,,1,
4,31,It makes driving fun again,,,,,,,,1,
4,32,It's roomy but sleek on the inside,,1,,,,,,,
4,33,I've found that it has plenty of power for everyday driving and I've averaged 20 MPG so far (both city & HWY),1,,,,1,,,,
5,36,Turbo 4 provides plenty acceleration with good gas mileage,,,,,1,,,,
5,37,Handling is unreal,,,,,1,,,,
5,39,"Both were great but did not appear worth the extra cost (insurance, maintenance and purchase price)",,,,,,,,,1
6,41,"I even brought Infinity M35 to Hyundai dealership, parked both cars next to each other, opened all doors and trunk and almost compared each inch of the cars",,,,,,,,,1
6,43,Some previous reviewers seems like didn't read car manual,,,,,,,,,1
6,44,"Side mirrors reverse tilt down can be switched OFF, trunk has push button right above license plate (slightly to the right).",,,,1,,,,,
7,46,I love the power the V6 provides,,,,,1,,,,
7,47,The ride is nice and smooth and the SE sport package really adds to the look of the car,,1,1,,,,,,
7,48,"I got it in black with the 17"" rims and love the way it looks!",,,1,,,,,,
8,49,The body of this car is by far the best looking on the road today,,,1,,,,,,
8,50,And Deep Sea Blue is the most beautiful color I?ve seen,,,1,,,,,,
8,51,"In the shade it looks black, but in the sunlight it?s a gorgeous three dimensional metallic shade of dark blue",,,1,,,,,,
8,52,"I think the darker colors bring out the lines better than the lighter ones, but I?ve read other reviews that say the opposite",,,1,,,,,,
8,53,The conclusion: the car has awesome lines regardless of color,,,1,,,,,,
8,54,"The MMI isn?t as confusing as some reviews say; however, most actions are a two-step process",,,,,,,,,1
8,55,"It?s a little more work, but there are SO many options for comfort, information, entertainment, etc",,,,,,,,1,
8,56,"If you?re considering this car, go drive one, you?ll love it",,,,,,,,,1
9,58,"It's comfortable, stylish, feature-rich, and extremely fun to drive",,,1,,1,1,,1,
9,59,"The CVT transmission is very responsive, the engine has ample power, handles like a sports car, yet has room for 4 people (it has seat belts for 5, but the 5th one had better be a midget)",,,,1,1,,,,
9,60,"I fell in love with the iPod integration immediately, and the center console computer (I didn't buy the nav) has bucketloads of information if you desire info",,,,,,,,1,
9,61,I can't say enough about how I enjoy the SmartKey (breaking the habit of taking out a key was easier than I thought),,,,,,,,,1
10,64,With gas approaching $4 for premium it was time for a change! Tested Prius but could not make the transition with hardly any creature comforts available in this region,1,,,,,,,,
10,66,Customer reviews here and elsewhere on the web boast how great this car is so I went to take a test drive,,,,,,,,,1
10,67,"Truly, I thought I would give up a lot to save gas and the environment but instead was quite surprised! Got the hybrid fully loaded and couldn't be happier",1,,,,,,,,
11,69,The car is beautifully crafted with subtle elegance,,,1,,,,,,
11,70,The AWD worked superbly in snow and ice,,,,,1,,,,
11,71,"The vehicle is quiet, responsive, and thoughtfully designed, inside and out",,1,1,,,,,,
11,72,The voice command system is a marvel and requires little more than a quick read through the manual,,,,,,,,,1
11,73,"Like other buyers, I would have expected leather at this price",,1,,,,,,,
11,74,That is the one area where MB falls short.,,,,,,,,,1
12,75,Buyer Beware of transmission problems,,,,,,,1,,
12,76,"The transmission ""slipped"" on my brand new 2009 Saturn Aura at 347 miles",,,,,,,,,1
12,78,"The dealership returned it to me and assured me there was nothing wrong, despite the fact that I pulled out in front of traffic and could not accelerate",,,,,,,1,,
12,79,"I was told to ""...pull off to the side of the road, shut off the engine, then restart the car to 'reset' it."" After this occurred the third time, I did as instructed, then drove it to the dealership, and left it there",,,,,,,,,1
12,80,"I insisted it was dangerous, and I was now following the GA Lemon Law",,,,,,,,,1
12,81,They replaced the transmission at approximately 700 miles,,,,,,,,,1
13,83,"Update from 12-08,purchased new 9- 08.G8 continues to perform flawlessly,was able to do a home oil & filter change(simple no problem d riving on ramps).19 in tires were wearing more on out side of tires",,,,,1,,,,
13,84,"had a 4 wheel allignment done underwarranty, hope that works, tires are pricey.Gas mileage has remained pretty constant averaging about 20 mpg in my mixed driving",,,,,,,,,1
14,87,"It had an axel seal to bust causing oil to leak on the exhaust, the transmission is always shifting gears, sometimes it wont shift down when going up hills, then when it does shift down it wont shift back up, it down shifts to low gear while in cruise control going 70 mph on the interstate & almost got us hit,Chrysler says that's the way the car is designed to work, power steering whins all the time, Chrysler says that is normal also",,,,,,,,,1
14,88,Any problem that this car has Chrysler says it is normal so it doesn't do any good to call them with your problems,,,,,,,,,1
14,89,"All i can say is LEMON, this car should have been YELLOW.",,,,,,,1,,
15,93,"I traded in My 2001 Mustang that was in great shape, but the winters are getting tough for me to drive and also gas prices so it was a tough thing",1,,,,,,,,
15,94,"But it took me 2 days of driving this car and I love it, not quite the pickup the mustang had but who cares",,,,,,,,,1
15,95,"The steering that people are complaining about is touchy but you do get used to it, no biggie to me",,,,,1,,,,
15,96,I love the look both inside and out (Black pearl),,1,1,,,,,,
15,97,MPG avg is 41 mostly highway but a little mix,1,,,,,,,,
16,99,"well what happened? Do they not check out everything before they sell them? 1st time I turned on the A/C I got a horrible smell - then fog (not condensation) of course the service dept didn't believe me when I called, but oh wow, now they do because it is sitting in their shop",,,,,,,1,,
17,106,"The 2.4 is more than enough power, but I still get over 30 MPG with 50/50 driving, so I'm very happy",,,,,1,,,,
17,107,Manual is fun to drive and very comfortable,,,,,,,,,
17,108,"Cargo space is great, as I can fit my bike in the back without taking any wheels off",,,,,,1,,1,
17,109,Sound system is great,,,,,,,,1,
17,110,I switched from a huge suburban to this and I don't regret it,,,,,,,,,1
17,111,Cash for clunkers program is a great deal.,,,,,,,,,1
18,112,Got the LS (w/auto) under cash for clunkers,,,,,,,,,1
18,113,"Outstanding car, especially at the price paid",,,,,,,,,1
18,114,"Ride, handling, features all excellent",,,,,,1,,1,
18,115,"Lot's of fun to drive, and nearly as versatile as a minivan",,,,,,,,1,
18,116,Seems to be very well built,,,,1,,,,,
18,117,Base model plus auto and roof rack has everything I need,,,,1,,,,,
18,118,"I drive in heavy stop and go traffic daily, but have improved my gas mileage by more than a third",1,,,,,,,,
18,119,"My only complaint- the basic stereo! Has all the features you might want, but sounds like a 1960's pocket transistor radio",,,,,,,,1,
18,120,Spring for the upgrade if you can,,,,,,,,,1
19,127,Car is not the quality we expected from Honda.,,,,,,,,1,
19,121,"I have 2009 that has been in the shop three times under 6000 miles,once for a failure of the tire pressure sensor, twice for IMA battery failures",,,,,,,,1,
19,122,The car is currently experiencing the same type of behavior as before the last IMA failures,,,,,,,,1,
19,123,Honda states they are having battery problems,,,,,1,,,,
19,124,"In addition, Honda customer service states the MPG is actually normal for winter driving for Missouri",1,,,,,,,,
19,126,I find this to be an unethical deceptive practice by Honda,,,,,,,1,,
20,130,Have had it to Dealership to resolve the wind noise problem(s) and is still not resolved to my satisfaction,,,,,,1,,,
20,128,"Love the car, hate the wind noise on both the passenger side- whistle and the driver side continual",,,,,,1,,,
20,129,Also problems with the windshield wipers,,,,,1,,,,
